age,job,marital,education,balance,housing,loan,duration,campaign,pdays,poutcome,y
47,management,single,tertiary,,no,no,58,3,-1,unknown,no
51,housemaid,married,primary,492,yes,no,142,3,-1,unknown,no
46,management,single,tertiary,334,yes,no,36,6,90,other,no
61,management,married,tertiary,997,no,no,106,1,-1,unknown,yes
47,management,single,tertiary,44,no,no,71,4,-1,unknown,no
,technician,married,secondary,47,no,no,132,6,-1,unknown,no
,blue-collar,married,secondary,1298,,no,,1,-1,unknown,
41,management,,tertiary,3355,no,no,181,2,500,failure,no
36,blue-collar,divorced,secondary,-11,no,no,152,2,-1,unknown,no
26,blue-collar,single,secondary,396,yes,no,302,1,-1,unknown,no
,management,married,tertiary,8,no,no,93,3,-1,unknown,yes
36,blue-collar,married,secondary,149,no,no,235,2,-1,unknown,no
26,management,single,tertiary,17,no,no,129,1,-1,unknown,yes
58,management,married,primary,2769,yes,no,94,2,-1,unknown,no
50,blue-collar,married,secondary,232,yes,no,310,1,-1,unknown,no
61,retired,married,secondary,76,yes,no,195,7,-1,unknown,no
28,technician,single,secondary,234,yes,no,196,1,-1,unknown,no
49,blue-collar,single,primary,318,yes,no,93,1,-1,unknown,no
74,retired,married,secondary,921,no,no,394,2,-1,unknown,yes
,blue-collar,married,secondary,483,yes,no,,3,-1,unknown,no
46,self-employed,married,secondary,39,yes,no,,2,-1,unknown,no
47,management,married,tertiary,,no,no,508,1,-1,unknown,yes
42,blue-collar,single,primary,92,no,no,86,2,-1,unknown,no
56,services,married,secondary,22196,yes,no,189,1,-1,unknown,no
42,technician,married,secondary,2,no,no,249,2,-1,unknown,no
49,housemaid,married,primary,249,,no,450,1,-1,unknown,no
43,unemployed,single,unknown,3274,yes,no,680,1,95,failure,no
39,services,married,secondary,5731,yes,no,175,2,-1,unknown,
66,retired,,primary,26,no,no,479,1,-1,unknown,yes
30,technician,single,tertiary,2325,,no,270,3,241,other,
38,management,single,tertiary,,no,no,164,1,-1,unknown,no
31,blue-collar,married,secondary,1664,yes,no,158,1,182,success,
32,technician,married,secondary,3333,no,no,50,4,-1,unknown,no
48,technician,,secondary,72,no,no,80,2,-1,unknown,no
,admin.,married,tertiary,37,no,no,45,1,-1,unknown,no
28,student,single,secondary,28,no,no,220,2,-1,unknown,no
40,admin.,single,secondary,167,yes,no,161,2,-1,unknown,no
36,entrepreneur,married,secondary,134,no,no,98,1,-1,unknown,no
52,retired,married,secondary,63,no,yes,79,1,-1,unknown,no
46,admin.,married,primary,276,yes,yes,157,2,-1,unknown,no
25,technician,single,secondary,2157,yes,no,339,1,-1,unknown,no
52,blue-collar,married,secondary,161,yes,no,,2,-1,unknown,no
40,blue-collar,married,primary,3658,yes,no,977,1,-1,unknown,no
26,management,divorced,tertiary,-42,no,yes,127,2,-1,unknown,no
26,blue-collar,single,primary,3342,yes,no,329,4,-1,unknown,no
,self-employed,single,secondary,1732,no,no,1441,3,-1,unknown,no
40,admin.,single,secondary,263,yes,no,231,1,-1,unknown,no
31,management,married,tertiary,623,yes,no,96,2,349,failure,no
32,admin.,married,secondary,354,yes,no,213,1,178,failure,no
33,admin.,married,secondary,95,yes,no,335,1,-1,unknown,yes
,services,divorced,secondary,765,yes,no,959,3,174,other,yes
46,technician,divorced,secondary,-824,yes,no,429,3,-1,unknown,yes
28,management,single,tertiary,5549,no,no,383,6,-1,unknown,no
31,blue-collar,married,secondary,191,yes,no,40,1,-1,unknown,no
44,blue-collar,married,primary,42,yes,no,110,2,-1,unknown,no
,admin.,married,secondary,,no,no,326,1,-1,unknown,no
50,technician,divorced,unknown,276,yes,no,179,3,-1,unknown,no
32,technician,married,secondary,4,yes,yes,132,8,-1,unknown,no
51,admin.,married,secondary,423,yes,yes,95,1,-1,unknown,no
51,management,married,tertiary,-892,yes,yes,248,2,-1,unknown,no
31,blue-collar,married,unknown,-12,yes,no,100,3,201,failure,no
41,admin.,divorced,secondary,-365,yes,no,226,10,-1,unknown,
57,technician,married,tertiary,2769,no,yes,174,3,-1,unknown,no
,management,single,tertiary,838,yes,no,29,3,152,failure,no
47,technician,married,secondary,-938,yes,no,176,2,-1,unknown,no
47,admin.,divorced,secondary,1139,yes,no,106,2,-1,unknown,no
36,self-employed,married,secondary,189,yes,no,136,1,120,failure,no
29,housemaid,single,tertiary,19,no,no,110,2,64,success,yes
39,technician,married,secondary,3663,no,no,230,3,-1,unknown,no
,blue-collar,single,unknown,,no,no,140,7,-1,unknown,no
47,blue-collar,married,secondary,-614,yes,no,118,2,-1,unknown,no
51,technician,divorced,secondary,2323,yes,yes,151,10,-1,unknown,no
48,blue-collar,married,secondary,425,yes,no,693,2,-1,unknown,no
32,technician,married,secondary,5122,no,no,31,1,-1,unknown,no
36,management,divorced,tertiary,68,,no,,2,-1,unknown,no
50,unknown,married,primary,341,yes,yes,670,4,340,success,yes
39,admin.,married,secondary,67,yes,no,454,2,364,failure,yes
31,blue-collar,married,secondary,1495,yes,yes,159,3,-1,unknown,
49,admin.,married,secondary,381,no,no,504,2,-1,unknown,
33,unemployed,divorced,secondary,385,no,no,29,28,-1,unknown,no
26,management,single,tertiary,1274,yes,no,190,1,84,failure,
27,blue-collar,married,secondary,362,yes,no,332,2,-1,unknown,no
51,blue-collar,married,primary,377,,no,143,4,272,failure,no
26,admin.,single,secondary,82,no,no,77,1,2,other,no
45,admin.,married,secondary,194,no,no,517,4,-1,unknown,no
54,technician,married,secondary,-315,no,yes,2029,1,-1,unknown,yes
49,technician,married,tertiary,1843,yes,no,269,1,-1,unknown,no
47,technician,married,secondary,-9,no,no,457,2,-1,unknown,no
42,housemaid,married,primary,83,no,yes,184,1,-1,unknown,no
50,entrepreneur,married,tertiary,433,yes,no,47,4,-1,unknown,no
37,admin.,married,secondary,-17,yes,no,158,2,-1,unknown,no
54,blue-collar,married,primary,453,no,no,168,3,-1,unknown,no
40,services,married,secondary,51,yes,no,50,1,-1,unknown,no
50,services,married,secondary,961,,yes,757,4,-1,unknown,no
57,retired,married,secondary,49,yes,yes,93,4,-1,unknown,no
33,technician,married,secondary,347,no,no,,2,-1,unknown,no
49,technician,married,secondary,-147,yes,no,390,1,-1,unknown,no
,services,married,secondary,,yes,no,146,2,-1,unknown,no
28,blue-collar,single,secondary,,,no,386,1,-1,unknown,no
58,management,married,tertiary,172,no,no,145,7,-1,unknown,no
31,admin.,single,secondary,-47,no,yes,230,1,-1,unknown,no
36,management,divorced,tertiary,649,no,no,237,2,91,failure,no
49,blue-collar,single,primary,14,no,no,474,2,-1,unknown,no
30,unemployed,married,secondary,142,yes,no,350,4,-1,unknown,
29,services,single,secondary,29,yes,no,487,7,-1,unknown,no
50,management,married,unknown,334,no,no,1009,2,-1,unknown,no
26,student,single,tertiary,294,no,no,87,1,91,success,yes
27,housemaid,married,secondary,4848,yes,yes,82,3,-1,unknown,
32,blue-collar,single,secondary,167,yes,no,183,1,-1,unknown,no
62,unknown,married,secondary,367,no,no,139,5,-1,unknown,no
,blue-collar,single,secondary,13683,yes,no,115,3,-1,unknown,no
25,admin.,single,tertiary,142,no,no,124,2,-1,unknown,no
,management,single,tertiary,34,,no,633,28,-1,unknown,no
44,technician,single,secondary,1679,no,no,718,1,-1,unknown,
38,management,married,tertiary,1198,yes,no,63,1,-1,unknown,
57,admin.,married,secondary,169,no,no,180,1,106,failure,no
36,self-employed,married,tertiary,56,no,no,47,1,120,failure,no
41,entrepreneur,married,secondary,1249,yes,no,391,1,-1,unknown,no
36,management,,tertiary,678,no,yes,85,3,-1,unknown,no
27,management,single,tertiary,212,yes,no,373,1,-1,unknown,no
37,technician,divorced,secondary,23,no,no,289,2,-1,unknown,no
47,management,single,tertiary,442,no,no,805,1,190,other,yes
31,services,divorced,primary,459,yes,no,623,1,293,success,yes
39,self-employed,married,secondary,4722,yes,no,483,1,-1,unknown,no
,admin.,divorced,tertiary,1555,yes,no,26,2,-1,unknown,no
40,blue-collar,married,secondary,61,yes,no,112,3,-1,unknown,no
38,management,single,tertiary,,yes,no,213,2,-1,unknown,no
31,technician,married,secondary,376,yes,no,129,1,-1,unknown,
36,blue-collar,married,primary,1177,no,no,330,1,311,success,yes
,management,married,primary,296,no,no,104,1,-1,unknown,no
59,blue-collar,married,primary,748,no,no,184,1,-1,unknown,no
29,management,single,tertiary,3357,no,no,120,3,-1,unknown,no
30,admin.,single,secondary,389,,no,,4,-1,unknown,no
52,admin.,married,secondary,395,yes,no,391,3,-1,unknown,no
55,blue-collar,married,secondary,111,yes,no,112,2,-1,unknown,
56,blue-collar,married,primary,42,yes,no,76,1,-1,unknown,no
32,admin.,married,secondary,76,yes,no,189,2,-1,unknown,no
,blue-collar,married,secondary,,no,no,94,1,-1,unknown,
51,blue-collar,married,primary,844,yes,no,184,3,-1,unknown,no
36,management,married,tertiary,1318,yes,no,100,2,-1,unknown,no
36,technician,married,tertiary,167,yes,no,57,1,-1,unknown,no
42,management,married,tertiary,2187,yes,no,525,3,-1,unknown,yes
49,admin.,married,secondary,1444,yes,no,60,1,-1,unknown,
48,management,married,secondary,2294,yes,no,251,11,-1,unknown,no
36,management,married,secondary,8,yes,no,251,3,-1,unknown,no
48,management,married,primary,2537,no,no,219,6,-1,unknown,no
30,technician,married,tertiary,569,no,no,976,12,-1,unknown,yes
27,management,single,tertiary,,no,yes,46,1,-1,unknown,no
38,entrepreneur,married,tertiary,,yes,no,185,3,-1,unknown,
36,technician,single,secondary,12,no,no,587,2,-1,unknown,yes
45,technician,married,secondary,49,no,no,65,2,-1,unknown,no
44,housemaid,married,tertiary,46,no,no,491,1,-1,unknown,no
42,technician,married,secondary,613,yes,no,432,2,-1,unknown,no
37,entrepreneur,married,tertiary,7944,no,no,102,1,-1,unknown,no
48,blue-collar,married,secondary,1143,yes,no,264,1,317,failure,no
57,retired,married,primary,-464,yes,no,75,1,190,failure,no
44,services,married,secondary,1989,yes,yes,106,2,-1,unknown,
48,technician,married,secondary,17,yes,yes,81,1,-1,unknown,no
56,retired,married,primary,-1,no,no,89,23,-1,unknown,no
37,management,married,tertiary,1698,yes,no,95,2,-1,unknown,no
47,blue-collar,married,secondary,536,yes,no,322,1,-1,unknown,no
54,housemaid,married,unknown,,no,no,94,5,145,other,no
51,retired,divorced,secondary,1679,no,no,417,1,365,other,yes
47,admin.,married,secondary,3676,no,no,567,1,95,success,yes
25,management,married,tertiary,-242,yes,yes,600,4,332,other,
39,services,single,secondary,471,no,no,5,1,-1,unknown,no
40,management,married,tertiary,892,yes,no,464,5,-1,unknown,no
38,management,single,tertiary,174,no,no,222,1,-1,unknown,no
,management,married,tertiary,35,yes,no,469,1,-1,unknown,yes
,housemaid,married,primary,2581,no,no,99,1,-1,unknown,no
32,services,married,secondary,162,yes,no,297,2,-1,unknown,
,blue-collar,married,secondary,243,yes,no,41,3,-1,unknown,no
,student,single,secondary,1847,no,no,390,1,-1,unknown,no
58,blue-collar,married,primary,,yes,no,535,2,-1,unknown,
49,management,married,primary,3371,no,no,269,2,-1,unknown,yes
45,services,single,secondary,1757,yes,no,1010,3,326,other,no
55,management,married,tertiary,171,yes,no,73,6,-1,unknown,no
42,entrepreneur,married,tertiary,157,yes,yes,650,1,-1,unknown,no
28,admin.,married,secondary,934,yes,no,53,2,-1,unknown,
48,blue-collar,married,secondary,-19,no,yes,270,1,-1,unknown,
51,management,single,tertiary,-55,yes,no,119,6,-1,unknown,no
38,housemaid,married,primary,21,no,no,634,2,-1,unknown,no
27,blue-collar,single,secondary,14,no,no,72,2,-1,unknown,no
50,technician,single,secondary,246,yes,no,270,1,123,failure,no
44,blue-collar,,primary,887,yes,no,165,2,363,failure,no
40,management,married,tertiary,51,no,no,164,2,-1,unknown,no
29,services,single,secondary,-287,yes,no,196,1,-1,unknown,no
,services,married,secondary,,yes,no,78,4,-1,unknown,no
44,self-employed,single,tertiary,2734,yes,no,897,4,-1,unknown,yes
50,entrepreneur,married,tertiary,52,no,no,22,8,-1,unknown,no
,management,married,tertiary,2594,yes,no,161,3,-1,unknown,no
54,retired,divorced,primary,22,no,no,23,4,-1,unknown,
,technician,married,tertiary,1611,yes,no,490,2,-1,unknown,no
,admin.,single,tertiary,18,yes,yes,359,1,-1,unknown,yes
52,blue-collar,married,primary,1331,,no,213,2,-1,unknown,no
60,unknown,married,unknown,7337,no,no,122,1,-1,unknown,no
39,management,single,secondary,835,yes,no,587,4,-1,unknown,no
58,retired,married,primary,592,no,no,199,6,-1,unknown,
41,technician,,secondary,52,,no,261,2,-1,unknown,no
48,technician,married,secondary,1655,no,no,5,3,-1,unknown,no
58,management,married,tertiary,1831,no,no,1531,1,-1,unknown,no
40,self-employed,married,primary,92,yes,no,92,1,-1,unknown,no
48,management,married,tertiary,586,yes,yes,179,2,-1,unknown,no
52,blue-collar,divorced,primary,1758,yes,no,41,1,-1,unknown,no
50,self-employed,married,secondary,261,yes,yes,197,2,244,failure,no
25,technician,single,secondary,959,no,no,144,5,-1,unknown,no
54,retired,married,primary,28,no,no,255,1,-1,unknown,no
,services,married,secondary,-315,yes,no,56,2,-1,unknown,no
48,management,married,tertiary,-13,yes,no,20,6,291,other,
37,admin.,married,tertiary,81,no,no,331,7,-1,unknown,no
66,retired,married,tertiary,1948,no,no,216,1,91,success,yes
32,management,single,tertiary,751,yes,no,64,1,-1,unknown,no
45,blue-collar,married,secondary,784,yes,yes,34,1,-1,unknown,no
43,blue-collar,single,secondary,24,no,no,68,1,363,failure,no
41,management,married,tertiary,72,yes,no,764,3,-1,unknown,no
40,technician,divorced,tertiary,1871,yes,no,64,1,-1,unknown,
44,services,single,secondary,1378,yes,no,257,2,-1,unknown,no
43,blue-collar,married,primary,188,yes,no,58,3,347,failure,no
30,unknown,single,tertiary,6836,no,no,30,3,-1,unknown,no
32,services,married,secondary,61,yes,no,529,5,-1,unknown,no
57,admin.,married,secondary,-967,yes,no,8,7,-1,unknown,no
31,blue-collar,single,tertiary,462,yes,yes,147,1,-1,unknown,no
49,unknown,married,secondary,,no,no,173,2,-1,unknown,no
31,admin.,single,secondary,5527,yes,no,132,1,-1,unknown,
41,admin.,married,tertiary,1287,no,no,286,1,-1,unknown,no
44,management,married,tertiary,17361,no,no,476,1,-1,unknown,no
54,entrepreneur,married,unknown,1956,no,no,221,5,-1,unknown,no
37,blue-collar,divorced,secondary,,yes,no,146,4,-1,unknown,yes
,management,married,secondary,-294,yes,no,,2,-1,unknown,no
43,technician,married,secondary,275,no,no,69,6,-1,unknown,no
44,management,married,tertiary,724,yes,no,157,2,172,failure,no
44,services,married,secondary,27,no,no,485,1,-1,unknown,no
,admin.,divorced,secondary,26,yes,no,56,1,359,failure,no
36,technician,married,secondary,191,no,no,69,1,-1,unknown,
58,technician,divorced,secondary,-123,no,no,131,2,-1,unknown,no
26,student,single,secondary,-147,no,no,95,2,-1,unknown,no
,technician,single,secondary,179,no,no,294,3,-1,unknown,no
55,blue-collar,married,primary,186,yes,no,146,1,272,failure,
55,blue-collar,married,secondary,471,yes,no,58,2,-1,unknown,
,entrepreneur,married,tertiary,15,yes,no,249,2,-1,unknown,no
41,entrepreneur,divorced,secondary,1588,yes,yes,10,8,-1,unknown,no
38,housemaid,divorced,secondary,7,no,no,255,3,148,success,
28,blue-collar,single,secondary,27,no,no,337,4,-1,unknown,no
41,technician,married,secondary,162,yes,no,142,1,-1,unknown,
30,admin.,married,tertiary,,yes,no,209,2,-1,unknown,no
39,technician,married,unknown,839,no,no,825,2,-1,unknown,
41,admin.,married,secondary,21515,yes,no,87,1,-1,unknown,no
36,technician,married,secondary,592,yes,no,219,4,-1,unknown,no
37,management,married,tertiary,547,yes,yes,143,1,-1,unknown,no
59,self-employed,married,tertiary,38,no,yes,70,1,-1,unknown,no
26,technician,single,secondary,261,yes,no,371,2,-1,unknown,no
43,technician,married,secondary,,yes,yes,539,8,204,failure,no
42,management,married,secondary,-34,no,no,176,1,-1,unknown,no
46,blue-collar,married,unknown,9328,yes,no,725,3,-1,unknown,yes
31,admin.,married,secondary,5,yes,yes,101,7,-1,unknown,no
43,unemployed,married,secondary,3529,no,no,169,2,-1,unknown,no
48,blue-collar,single,tertiary,233,yes,no,15,1,-1,unknown,no
41,blue-collar,married,secondary,1334,yes,no,234,5,-1,unknown,no
32,self-employed,married,tertiary,361,no,no,171,15,-1,unknown,no
45,technician,married,tertiary,265,no,no,14,3,-1,unknown,no
52,admin.,single,unknown,2227,no,no,242,2,-1,unknown,yes
37,self-employed,married,secondary,487,no,yes,155,15,-1,unknown,no
38,blue-collar,divorced,secondary,,yes,no,580,1,173,failure,no
36,services,single,secondary,174,yes,no,223,2,-1,unknown,no
58,retired,married,secondary,14412,no,no,297,1,-1,unknown,no
37,management,,tertiary,3288,no,no,124,2,-1,unknown,no
30,technician,single,secondary,57,no,no,465,2,-1,unknown,no
47,technician,married,secondary,2246,yes,no,330,1,-1,unknown,no
40,technician,married,secondary,4441,yes,no,153,2,183,failure,
42,management,divorced,tertiary,,no,no,131,2,-1,unknown,
71,unknown,married,tertiary,353,no,no,208,1,93,failure,no
54,blue-collar,married,secondary,448,yes,yes,98,1,-1,unknown,no
,entrepreneur,married,primary,27,yes,no,230,3,-1,unknown,yes
33,blue-collar,divorced,secondary,474,no,no,400,2,-1,unknown,no
30,technician,single,tertiary,1185,,no,284,1,339,failure,no
39,services,divorced,secondary,282,yes,no,243,1,-1,unknown,no
32,blue-collar,married,secondary,2,yes,no,16,9,309,failure,no
,technician,single,secondary,6,no,no,274,2,-1,unknown,no
39,self-employed,single,tertiary,3972,no,no,122,3,-1,unknown,no
75,retired,married,secondary,26452,no,no,219,2,-1,unknown,no
33,admin.,divorced,secondary,818,yes,yes,301,3,-1,unknown,no
40,services,married,secondary,9374,yes,no,7,8,185,failure,no
37,technician,married,unknown,47,no,no,374,3,-1,unknown,no
69,retired,married,primary,279,no,no,26,1,-1,unknown,
52,unemployed,married,primary,2,yes,no,172,1,-1,unknown,no
31,admin.,divorced,secondary,36,no,no,332,1,297,other,no
28,technician,single,secondary,1532,no,no,253,1,107,failure,no
29,management,single,tertiary,1673,no,no,200,2,159,other,
46,services,married,secondary,242,no,no,405,2,-1,unknown,no
